lineOfBusiness Component,editor Qualifier,channel Component,product Component,domain Component,domain_sequence Qualifier,subdomain Component,sub_domain_sequence Qualifier,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,lg8383,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,lg8383,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,lg8383,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,lg8383,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,lg8383,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,lg8383,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,,,
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,lg8383,Care,Broadband,Service & Support,4,Report Issue,1,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,,,
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,,,
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,,,
